2020,남산의 부장들,4750000,2020.01.22.
2020,다만 악에서 구하소서,4350000,2020.10.28.
2020,반도,3810000,2020.07.15.
2020,히트맨,2400000,2020.01.22.
2020,테넷,2000000,2020.08.26.
2020,백두산,8250000,2019.12.19.
2020,#살아있다,1900000,2020.06.24.
2020,강철비2: 정상회담,1790000,2020.09.30.
2020,담보,1710000,2020.09.29.
2020,닥터 두리틀,1600000,2020.01.08.
2020,삼진그룹 영어토익반,1570000,2020.10.21.
2020,정직한 후보,1530000,2020.02.12.
2020,도굴,1540000,2020.11.04.
2020,클로젯,1270000,2020.02.05.
2020,오케이 마담,1220000,2020.08.12.
2020,해치지않아,1220000,2020.01.15.
2020,천문: 하늘에 묻는다,2000000,2019.12.26.
2020,결백,890000,2020.06.10.
2020,1917,880000,2020.02.19.
2020,작은 아씨들,860000,2020.02.12.
2020,미드웨이,950000,2019.12.31.
2020,시동,3310000,2019.12.18.
2020,지푸라기라도 잡고 싶은 짐승들,620000,2020.02.19.
2020,미스터 주: 사라진 VIP,600000,2020.01.22.
2020,인비저블맨,570000,2020.02.26.
2020,나쁜 녀석들 : 포에버,540000,2020.01.15.
2020,국제수사,530000,2020.09.29.
2020,침입자,530000,2020.06.04.
2020,스타워즈: 라이즈 오브 스카이워커,500000,2020.01.08.
2020,스파이 지니어스,450000,2020.01.22.
